,Species,Family,Common_name,Locality,Status,Extinct
1535,eva,Cricetidae,Southern Baja Deermouse,"Mxico, Baja California Sur, San Jos del Cabo.",Lower risk,False
1536,furvus,Cricetidae,Blackish Deermouse,"Mxico, Veracruz, 1.5 mi (2.4 km) E Jalapa, 4400 ft (1341 m).",Lower risk,False
1537,gossypinus,Cricetidae,Cotton Deermouse,"USA, Georgia, Liberty Co., near Riceboro, probably Le Conte Plantation.",Lower risk,False
1538,grandis,Cricetidae,Large Deermouse,"Guatemala, Alta Verapaz Dept., Finca Concepcin, 3 mi (5 km) S San Miguel Tucur, 3750 ft (1143 m).",Lower risk,False
1539,gratus,Cricetidae,Saxicoline Deermouse,"Mxico, Distrito Federal, Tlalpan.",Lower risk,False
1540,guardia,Cricetidae,La Guarda Deermouse,"Mxico, Baja California Norte, ngel de la Guarda Isl, 2933'N, 11335'W.",Lower risk,False
1541,guatemalensis,Cricetidae,Guatemalan Deermouse,"Guatemala, Huehuetenango Dept., Todos Santos, 10,000 ft (3048 m).",Lower risk,False
1542,gymnotis,Cricetidae,Naked-eared Deermouse,"""Guatemala.""",Lower risk,False
1543,hooperi,Cricetidae,Hoopers Deermouse,"Mxico, Coahuila, 2.5 mi (4 km) W, 21 mi (34 km) S Ocampo, 3500 ft (1067 m).",Lower risk,False
1544,interparietalis,Cricetidae,San Lorenzo Deermouse,"Mxico, Baja California Norte, San Lorenzo Sur Isl; 2836'N, 11251'W.",Endangered,False
1545,keeni,Cricetidae,Northwestern Deermouse,"Canada, British Columbia, Queen Charlotte Isls, Graham Isl, Massett.",Lower risk,False
1546,leucopus,Cricetidae,White-footed Deermouse,"USA, Kentucky, Ballard Co., near mouth of Ohio River (as restricted by Osgood, 1909:115-116).",Lower risk,False
1547,levipes,Cricetidae,Nimble-footed Deermouse,"Mxico, Tlaxcala, Mt Malinche, 8400 ft (2560 m).",Lower risk,False
1548,madrensis,Cricetidae,Tres Maras Deermouse,"Mxico, Nayarit, Tres Maras Isls, Mara Madre Isl.",Vulnerable,False
1549,maniculatus,Cricetidae,North American Deermouse,"Canada, Labrador, Moravian settlements.",Lower risk,False
1550,mayensis,Cricetidae,Mayan Deermouse,"Guatemala, Huehuetenango Dept., about 7 km NW Santa Eulalia, Yaiquich, 2950 m.",Endangered,False
1551,megalops,Cricetidae,Broad-faced Deermouse,"Mxico, Oaxaca, La Cieneguilla Ranch, near Santa Mara Ozolotepec, 10,000 ft (3048 m).",Lower risk,False
1552,mekisturus,Cricetidae,Puebla Deermouse,"Mxico, Puebla, Chalchicomula, 8400 ft (2560 m).",Vulnerable,False
1553,melanocarpus,Cricetidae,Black-wristed Deermouse,"Mxico, Oaxaca, Cerro Zempoaltpec, above Yacochi.",Lower risk,False
1554,melanophrys,Cricetidae,Plateau Deermouse,"Mxico, Oaxaca, Santa Efigenia.",Lower risk,False
1555,melanotis,Cricetidae,Black-eared Deermouse,"Mxico, Veracruz, Las Vigas, 8000 ft (2438 m).",Lower risk,False
1556,melanurus,Cricetidae,Black-tailed Deermouse,"Mxico, Oaxaca, below Pluma Hidalgo, 3000 ft (914 m).",Vulnerable,False
1557,merriami,Cricetidae,Merriams Deermouse,"Mxico, Sonora, Sonoyta, on Sonoyta River.",Lower risk,False
1558,mexicanus,Cricetidae,Mexican Deermouse,"Mxico, Veracruz, 10 km E Mirador (as restricted by Dalquest, 1950:8).",Lower risk,False
1559,nasutus,Cricetidae,Northern Rock Deermouse,"USA, Colorado, Larimer Co., Estes Park.",Lower risk,False
1560,ochraventer,Cricetidae,El Carrizo Deermouse,"Mxico, Tamaulipas, El Carrizo, 70 km (by highway) S Ciudad Victoria and 6 km W Panamerican Highway, 2800 ft (853 m).",Lower risk,False
1561,pectoralis,Cricetidae,White-ankled Deermouse,"Mxico, Quertaro, Jalpan.",Lower risk,False
1562,pembertoni,Cricetidae,Pembertons Deermouse,"Mxico, Sonora, San Pedro Nolasco Isl; 2758'N, 11124'W.",Extinct,False
1563,perfulvus,Cricetidae,Tawny Deermouse,"Mxico, Michoacn, 10 km W Apatzingn, 1040 ft (317 m).",Lower risk,False
1564,polionotus,Cricetidae,Oldfield Deermouse,"USA, Georgia.",Lower risk,False
1565,polius,Cricetidae,Chihuahuan Deermouse,"Mxico, Chihuahua, Colonia Garca.",Vulnerable,False
1566,pseudocrinitus,Cricetidae,Coronados Deermouse,"Mxico, Baja California Sur, Coronados Isl; 2606'N, 11118'W.",Endangered,False
1567,sejugis,Cricetidae,Santa Cruz Deermouse,"Mxico, Baja California Sur, Santa Cruz Isl; 2517'N, 11043'W.",Lower risk,False
1568,simulus,Cricetidae,Sinaloan Deermouse,"Mxico, Nayarit, San Blas.",Lower risk,False
1569,slevini,Cricetidae,Catalina Deermouse,"Mxico, Baja California Sur, Santa Catalina Isl, 17 mi (27 km) NE Punta San Marcial, 2543'50""N.",Endangered,False
1570,spicilegus,Cricetidae,Gleaning Deermouse,"Mxico, Jalisco, Mascota, Mineral San Sebastin.",Lower risk,False
1571,stephani,Cricetidae,San Esteban Deermouse,"Mxico, Sonora, San Esteban Isl, 2834'N, 11321'W.",Endangered,False
1572,stirtoni,Cricetidae,Stirtons Deermouse,"El Salvador, La Unin Dept., Ro Goascorn, 1330' N, 100 ft (30.5 m).",Lower risk,False
1573,truei,Cricetidae,Pion Deermouse,"USA, New Mexico, McKinley Co., Fort Wingate.",Lower risk,False
1574,winkelmanni,Cricetidae,Coalcomn Deermouse,"Mxico, Michoacn, 6.3 mi (= 10.1 km, by road) WSW Dos Aguas, 8000 ft (2438 m).",Lower risk,False
1575,yucatanicus,Cricetidae,Yucatn Deermouse,"Mxico, Yucatn, Chichn Itz.",Lower risk,False
1576,zarhynchus,Cricetidae,Chiapan Deermouse,"Mxico, Chiapas, mountains above Tumbal, 5500 ft (1076 m).",Vulnerable,False
1577,floridanus,Cricetidae,Florida Deermouse,"USA, Florida, Alachua Co., Gainesville.",Vulnerable,False
1578,brevirostris,Cricetidae,Short-nosed Harvest Mouse,"Costa Rica, Alajuela Prov., canyons above Villa Quesada, 5000 ft (1524 m).",Lower risk,False
1579,burti,Cricetidae,Sonoran Harvest Mouse,"Mxico, Sonora, Ro Sonora, Rancho de Costa Rica.",Lower risk,False
1580,chrysopsis,Cricetidae,Volcano Harvest Mouse,"Mxico, Mxico, Volcn Popocatpetl, 11,500 ft (3505 m).",Lower risk,False
1581,creper,Cricetidae,Talamancan Harvest Mouse,"Panam, Chiriqu Prov., Volcn de Chiriqu, 11,000 ft (3353 m).",Lower risk,False
1582,darienensis,Cricetidae,Darien Harvest Mouse,"Panam, Darin Prov., Santa Cruz de Cana, upper Ro Tuyra, 2000 ft (610 m).",Lower risk,False
1583,fulvescens,Cricetidae,Fulvous Harvest Mouse,"Mxico, Sonora, Oposura, 2000 ft (610 m).",Lower risk,False
1584,gracilis,Cricetidae,Slender Harvest Mouse,"Mxico, Yucatn, Chichn Itz.",Lower risk,False
1585,hirsutus,Cricetidae,Hairy Harvest Mouse,"Mxico, Jalisco, Ameca, 4000 ft (1219 m).",Lower risk,False
1586,humulis,Cricetidae,Eastern Harvest Mouse,"USA, South Carolina, Charleston Co., vicinity of Charleston.",Lower risk,False
1587,megalotis,Cricetidae,Western Harvest Mouse,"Mxico-USA boundary region, between Janos, Chihuahua, and San Luis Springs, Grant Co., New Mexico.",Lower risk,False
1588,mexicanus,Cricetidae,Mexican Harvest Mouse,"Mxico, Veracruz, Mirador (as restricted by Hooper, 1952:140).",Lower risk,False
1589,microdon,Cricetidae,Small-toothed Harvest Mouse,"Guatemala, Huehuetenango Dept., Todos Santos, 10,000 ft (3048 m).",Lower risk,False
1590,montanus,Cricetidae,Plains Harvest Mouse,"USA, Colorado, Saguache Co., upper part of the San Luis Valley (as restricted by Allen, 1895:125; also see Armstrongs, 1972:190, lucid summary of the contradictory references to the type locality).",Lower risk,False
1591,paradoxus,Cricetidae,Nicaraguan Harvest Mouse,"Nicaragua, Carazo Dept., 3 mi (5 km) NNW Diriamba, about 660 m.",Lower risk,False
1592,raviventris,Cricetidae,Salt-marsh Harvest Mouse,"USA, California, San Mateo Co., Redwood City.",Lower risk,False
1593,rodriguezi,Cricetidae,Rodriguezs Harvest Mouse,"Costa Rica, Cartago Prov., Volcn de Iraz, 9400 ft (2865 m).",Vulnerable,False
1594,spectabilis,Cricetidae,Cozumel Harvest Mouse,"Mxico, Quintana Roo, Isla Cozumel, 2.5 km N San Miguel.",Endangered,False
1595,sumichrasti,Cricetidae,Sumichrasts Harvest Mouse,"Mxico, Veracruz, Mirador (as restricted by Hooper, 1952:72).",Lower risk,False
1596,tenuirostris,Cricetidae,Narrow-nosed Harvest Mouse,"Guatemala, Huehuetenango Dept., Todos Santos, 10,000 ft (3048 m).",Lower risk,False
1597,zacatecae,Cricetidae,Zacatecan Harvest Mouse,"Mxico, Zacatecas, Sierra de Valparaso.",Lower risk,False
1598,teguina,Cricetidae,Short-tailed Singing Mouse,"Guatemala, Alta Verapaz Dept., Cobn.",Lower risk,False
1599,xerampelinus,Cricetidae,Long-tailed Singing Mouse,"Panam, Chiriqu Prov., Volcn de Chiriqu, 10,300 ft (3139 m).",Lower risk,False
1600,nelsoni,Cricetidae,Magdalena Woodrat,"Mxico, Colima, Hacienda Magdalena (= Pueblo Jurez, as per Schaldach, 1960), between Ciudad Colima and Manzanillo.",Lower risk,False
1601,ruschii,Cricetidae,Ruschis Rat,"Brazil, Esprito Santo, Forno Grande, Castelo.",Endangered,False
1602,andinus,Cricetidae,Andean Akodont,"Chile, Santiago Prov., Altos Andes.",Lower risk,False
1603,hershkovitzi,Cricetidae,Hershkovitzs Akodont,"Chile, Magallanes Prov., Isla Capitn Aracena, head of Baha Morris, 60 m; 5414'S, 7130'W.",Lower risk,False
1604,illuteus,Cricetidae,Gray Akodont,"Argentina, Tucumn Prov., Sierra de Aconquija, 3000-4000 m.",Lower risk,False
1605,jelskii,Cricetidae,Ornate Akodont,"Per, Junn Dept., Junn.",Lower risk,False
1606,lanosus,Cricetidae,Woolly Akodont,"Chile, Magallanes Prov., Straits of Magellan, Monteith Bay.",Lower risk,False
1607,longipilis,Cricetidae,Long-haired Akodont,"Chile, Coquimbo Prov., Coquimbo.",Lower risk,False
1608,markhami,Cricetidae,Wellington Akodont,"Chile, Magallanes Prov., Isla Wellington, about 1.2 km NW Puerto Eden.",Lower risk,False
1609,olivaceus,Cricetidae,Olive-colored Akodont,"Chile, Aconcagua Prov., Valparaso.",Lower risk,False
1610,sanborni,Cricetidae,Sanborns Akodont,"Chile, Chilo Prov., south end of Isla de Chilo, mouth of Ro Inio.",Lower risk,False
1611,lugens,Cricetidae,Mrida Aepeomys,"Venezuela, Mrida State, La Loma del Morro, 3000 m.",Lower risk,False
1612,aerosus,Cricetidae,Yungas Akodont,"Ecuador, Tungurahua Prov., upper Ro Pastaza, Mirador, 1500 m.",Lower risk,False
1613,affinis,Cricetidae,Cordillera Occidental Akodont,"Colombia, Valle del Cauca Dept., San Antonio, near Cali, 8000 ft (2438 m).",Lower risk,False
1614,albiventer,Cricetidae,White-bellied Akodont,"Argentina, Salta Prov., Bajo Ro Cach.",Lower risk,False
1615,azarae,Cricetidae,Azaras Akodont,"Argentina, Entre Ros Prov., about 3030'S latitude between the Uruguay and Paran Rivers.",Lower risk,False
1616,bogotensis,Cricetidae,Bogot Akodont,"Colombia, Cundinamarca Dept., Bogot region, 8750 ft (2667 m).",Lower risk,False
1617,boliviensis,Cricetidae,Bolivian Akodont,"Per, Puno Dept., Pichu-Pichun, 14,000 ft (location clarified by Myers et al., 1990:49).",Lower risk,False
1618,budini,Cricetidae,Budins Akodont,"Argentina, Jujuy Prov., Leon, 1500 m.",Lower risk,False
1619,cursor,Cricetidae,Cursorial Akodont,"Brazil, Minas Gerais, Lagoa Santa, Rio das Velhas.",Lower risk,False
1620,dayi,Cricetidae,Dusky Akodont,"Bolivia, Cochabamba Dept., Todos Santos, Ro Chapar.",Lower risk,False
1621,dolores,Cricetidae,Crdoba Akodont,"Argentina, Crdoba Prov., near Villa Dolores, Yacanto, 900 m.",Lower risk,False
1622,fumeus,Cricetidae,Smoky Akodont,"Bolivia, Cochabamba Dept., Ro Secure, El Choro, 3500 m.",Lower risk,False
1623,iniscatus,Cricetidae,Patagonian Akodont,"Argentina, Chubut Prov., Valle del Lago Blanco, Koslowsky region, 100 m.",Lower risk,False
1624,juninensis,Cricetidae,Junn Akodont,"Per, Junn Dept., 22 km (by road) N La Oroya (at junction of Hwy 3 to Junn and Hwy 20 to Tarma), 4040 m.",Lower risk,False
1625,kofordi,Cricetidae,Kofords Akodont,"Per, Puno Dept., 9 km (by road) N Limbani, Agualani, 2840 m.",Lower risk,False
1626,latebricola,Cricetidae,Ecuadorean Akodont,"Ecuador, Tungurahua Prov., east of Ambato on Ro Cusutagua, Hacienda San Francisco, 8000 ft (2438 m).",Lower risk,False
1627,lindberghi,Cricetidae,Lindberghs Akodont,"Brazil, Distrito Federal, 20 km NW Braslia, Parque Nacional de Braslia, Matosa, 1100 m.",Vulnerable,False
1628,lutescens,Cricetidae,Altiplano Akodont,"Per, Puno Dept., Tirapata, 15,000 ft (4572 m).",Lower risk,False
1629,mimus,Cricetidae,Hocicudo-like Akodont,"Per, Puno Dept., Limbane, 2600 m.",Lower risk,False
1630,molinae,Cricetidae,Molinas Akodont,"Argentina, Buenos Aires Prov., Partido de Villarino, Laguna Chasic.",Lower risk,False
1631,mollis,Cricetidae,Soft-furred Akodont,"Per, Piura Dept., Tumbes.",Lower risk,False
1632,neocenus,Cricetidae,Neuqun Akodont,"Argentina, Neuqun Prov., upper Ro Negro, Ro Limay.",Lower risk,False
1633,orophilus,Cricetidae,Utcubamba Akodont,"Per, Amazonas Dept., Leimabamba, Alto Utcubamba, 2400 m.",Lower risk,False
1634,sanctipaulensis,Cricetidae,So Paulo Akodont,"Brazil, So Paulo, Primeiro Morro.",Lower risk,False
1635,serrensis,Cricetidae,Serra do Mar Akodont,"Brazil, Paran State, Serra do Mar, Roca Nova, 1000 m.",Lower risk,False
1636,siberiae,Cricetidae,Cochabamba Akodont,"Bolivia, Cochabamba Dept., 28 km (by road) W Comarapa, 2800 m; 1751'S, 6440'W.",Vulnerable,False
1637,simulator,Cricetidae,White-throated Akodont,"Argentina, Tucumn Prov., San Pablo, Villa Nouges, 1200 m.",Lower risk,False
1638,spegazzinii,Cricetidae,Spegazzinis Akodont,"Argentina, Salta Prov., lower Ro Cach.",Lower risk,False
1639,subfuscus,Cricetidae,Puno Akodont,"Per, Puno Dept., drainage of Ro Inambari, Limbani, 9000 ft (2743 m).",Lower risk,False
1640,surdus,Cricetidae,Slate-bellied Akodont,"Per, Cuzco Dept., Huadquia, 5000 ft (1524 m).",Lower risk,False
1641,sylvanus,Cricetidae,Woodland Akodont,"Argentina, Jujuy Prov., Sierra de Santa Barbara, Sunchal, 1200 m.",Lower risk,False
1642,toba,Cricetidae,Toba Akodont,"Paraguay, Presidente Hayes Dept., northern Chaco, Jesematathla, 100 m.",Lower risk,False
1643,torques,Cricetidae,Cloud Forest Akodont,"Per, Cuzco Dept., Machu Picchu, 10,000 ft (3048 m).",Lower risk,False
1644,varius,Cricetidae,Variable Akodont,"Bolivia, Cochabamba Dept., Cochabamba, 2400 m.",Lower risk,False
1645,olrogi,Cricetidae,Olrogs Pericote,"Argentina, Catamarca Prov., 15 km (on route 62) W Andalgala, west bank Ro Amanao.",Vulnerable,False
1646,pearsoni,Cricetidae,Pearsons Pericote,"Paraguay, Boquern Dept., 410 km (by road) NW Villa Hayes.",Lower risk,False
1647,edax,Cricetidae,Andean Mouse,"Bolivia, Potos Dept., between Potos and Sucre, El Cabrado, 3700 m.",Lower risk,False
1648,leander,Cricetidae,Ecuadoran Ichthyomyine,"Ecuador, Pichincha Prov., Volcn Pichincha, 11,500 ft (3505 m).",Endangered,False
1649,boliviensis,Cricetidae,Bolivian Pericote,"Bolivia, Potos Dept., ""a few leagues"" south of Potos, 12,000 ft (3658 m).",Lower risk,False
1650,pictus,Cricetidae,Colorful Pericote,"Per, Junn Dept., Junn, 13,700 ft (4176 m).",Lower risk,False
1651,sublimis,Cricetidae,Lofty Pericote,"Per, Arequipa Dept., Rinconado Malo Pass, between Cailloma and Calalla, 18,000 ft (5486 m).",Lower risk,False
1652,chacoensis,Cricetidae,Chacoan Akodont,"Argentina, Chaco Prov., Las Palmas.",Lower risk,False
1653,labiosus,Cricetidae,Lagoa Santa Akodont,"Brazil, Minas Gerais State, Pleistocene cave deposits near Lagoa Santa.",Lower risk,False
1654,torresi,Cricetidae,Torres Akodont,"Argentina, Buenos Aires Prov., Paran River delta at the confluence of Arroyo Las Piedras with Arroyo Cucarachas, Campana, Estacin Experimental del INTA, Canal 6 (as refined by Pardias, 1996).",Lower risk,False
1655,breviceps,Cricetidae,Blarinine Akodont,"Brazil, Minas Gerais, Rio das Velhas, Pleistocene cave deposits near Lagoa Santa.",Lower risk,False
1656,iheringi,Cricetidae,Iherings Akodont,"Brazil, Rio Grande do Sul State, Rio dos Linos, Taquara do Mundo Novo.",Lower risk,False
1657,boliviae,Cricetidae,Bolivian Laucha,"Bolivia, La Paz Dept., Ro Solocame, 1200 m.",Lower risk,False
1658,callidus,Cricetidae,Reclusive Laucha,"Argentina, Corrientes Prov., Goya, 600 ft (183 m).",Lower risk,False
1659,callosus,Cricetidae,Big Laucha,"Paraguay, Neembuc Dept., banks of Ro Paraguay about 27 S latitude (refined as opposite mouth of Ro Bermejo by Hershkovitz, 1962:172, and restricted as vicinity of Ciudad Pilar by Contreras, 1992:2).",Lower risk,False
1660,hummelincki,Cricetidae,Hummelincks Laucha,"Netherlands West Indies, Curaao, Klein Santa Martha.",Lower risk,False
1661,laucha,Cricetidae,Little Laucha,"Paraguay, Central Dept., vicinity of Asuncin (as restricted by Hershkovitz, 1962:153).",Lower risk,False
1662,lepidus,Cricetidae,Graceful Laucha,"Per, Junn Dept., Junn.",Lower risk,False
1663,musculinus,Cricetidae,Drylands Laucha,"Argentina, Jujuy Prov., Maimar, 2230 m.",Lower risk,False
1664,sorellus,Cricetidae,Peruvian Laucha,"Per, Libertad Dept., 8 mi (13 km) S Huamachuco, 3500 m.",Lower risk,False
1665,tener,Cricetidae,Delicate Laucha,"Brazil, Minas Gerais State, Rio das Velhas, Lagoa Santa.",Lower risk,False
1666,macronyx,Cricetidae,Andean Long-clawed Akodont,"Argentina, Mendoza Prov., near Volcn Peteroa (not Fort San Rafael, as corrected by Pearson and Lagiglia, 1992).",Lower risk,False
1667,megalonyx,Cricetidae,Large Long-clawed Akodont,"Chile, Valparaso Prov., Lake Quintero.",Lower risk,False
1668,trichotis,Cricetidae,Chibchan Ichthyomyine,"Colombia, ""W. Cundinamarca.""",Lower risk,False
1669,instans,Cricetidae,Andean Chilomys,"Colombia, Cundinamarca Dept., Bogot region, Hacienda de La Selva, 4600 ft (1402 m).",Lower risk,False
1670,sahamae,Cricetidae,Achallo,"Bolivia, La Paz Dept., 50 km N Mt Sajama, Esperanza, Pacajes, 4200 m.",Lower risk,False
1671,dorsalis,Cricetidae,Striped Delomys,"Brazil, Rio Grande do Sul State, Taquara (as restricted by Avila-Pires, 1994:372).",Lower risk,False
1672,sublineatus,Cricetidae,Pallid Delomys,"Brazil, Esprto Santo State, Engenheiro Reeve (= Rive), 500 m.",Lower risk,False
1673,kempi,Cricetidae,Kemps Akodont,"Argentina, Buenos Aires Prov., Ro Paran Delta, La Plata Estuary, Isla Ella, 1 m.",Lower risk,False
1674,moreni,Cricetidae,Monte Laucha,"Argentina, La Rioja Prov., Chilecito, 1200 m.",Lower risk,False
1675,morgani,Cricetidae,Western Patagonian Laucha,"Argentina, Santa Cruz Prov., basaltic canyons 50 mi (80 km) SE Lago Buenos Aires.",Lower risk,False
1676,puerulus,Cricetidae,Altiplano Laucha,"Chile, Antofagasta Prov., San Pedro de Atacama, 3223 m.",Lower risk,False
1677,typus,Cricetidae,Eastern Patagonian Laucha,"Argentina, ""Buenos Aires.""",Lower risk,False
1678,chinchilloides,Cricetidae,Tierra del Fuego Euneomys,"Chile, Magallanes Prov., Tierra del Fuego, Straits of Magellan, south shore near E entrance.",Lower risk,False
1679,mordax,Cricetidae,Large Euneomys,"Argentina, Fort San Rafael; location uncertain, probably not the San Rafael in Mendoza Prov. (see remarks by Pearson and Christie, 1991:126, and Reise and Gallardo, 1990:79).",Lower risk,False
1680,petersoni,Cricetidae,Petersons Euneomys,"Argentina, Santa Cruz Prov., upper Ro Chico, near the Cordilleras.",Lower risk,False
1681,garleppi,Cricetidae,Garlepps Pericote,"Bolivia, La Paz Dept., northeast of Mt Sajama, Esperanza, 4140 m.",Lower risk,False
1682,valdivianus,Cricetidae,Valdivian Long-clawed Akodont,"Chile, Valdivia Prov.",Lower risk,False
1683,domorum,Cricetidae,Pale Pericote,"Bolivia, Cochabamba Dept., Tapacari, 3000 m.",Lower risk,False
1684,edithae,Cricetidae,Otro Cerro Pericote,"Argentina, Catamarca Prov., Otro Cerro, 3000 m.",Lower risk,False
1685,griseoflavus,Cricetidae,Common Pericote,"Argentina, Ro Negro Prov., mouth of Ro Negro.",Lower risk,False
1686,fuscatus,Cricetidae,Dusky-footed Handleys Mouse,"Colombia, Valle del Cauca Dept., San Antonio, near Cali, 7000 ft (2134 m).",Lower risk,False
1687,intectus,Cricetidae,White-footed Handleys Mouse,"Colombia, Antioquia Dept., 8 km E Medelln, Santa Elena, 9000 ft (2743 m).",Lower risk,False
1688,brasiliensis,Cricetidae,Brazilian Marsh Rat,"Brazil, Minas Gerais State, Lagoa Santa (as restricted by Hershkovitz, 1955<i>a</i>:662).",Lower risk,False
1689,chacarius,Cricetidae,Chacoan Marsh Rat,"Paraguay, Concepcin Dept., E Chaco, one ""league"" NW Concepcin, 500 ft (152 m).",Lower risk,False
1690,sciureus,Cricetidae,Amazonian Marsh Rat,"Brazil, Minas Gerais State, Rio So Francisco.",Lower risk,False
1691,hydrobates,Cricetidae,Silver-bellied Ichthyomyine,"Venezuela, Mrida State, Sierra de Mrida. The holotype may have originated from the vicinity of Mrida, 1600-1700 m (Voss, 1988).",Lower risk,False
1692,pittieri,Cricetidae,Pittiers Ichthyomyine,"Venezuela, Aragua State, Rancho Grande, near headwaters of Ro Limn.",Vulnerable,False
